gesture_name,hand,capture_id,timestamp,landmark_id,landmark_name,x,y,z
left_2,Left,76,2026-05-22 22:43:37,8,INDEX_TIP,0.2738,0.4579,-0.0353
left_2,Left,76,2026-05-22 22:43:37,9,MIDDLE_MCP,0.3011,0.5383,-0.0143
left_2,Left,76,2026-05-22 22:43:37,10,MIDDLE_PIP,0.2741,0.5171,-0.0265
left_2,Left,76,2026-05-22 22:43:37,11,MIDDLE_DIP,0.2562,0.5039,-0.0328
left_2,Left,76,2026-05-22 22:43:37,12,MIDDLE_TIP,0.242,0.4928,-0.034
left_2,Left,76,2026-05-22 22:43:37,13,RING_MCP,0.2975,0.5568,-0.0161
left_2,Left,76,2026-05-22 22:43:37,14,RING_PIP,0.2893,0.5609,-0.0326
left_2,Left,76,2026-05-22 22:43:37,15,RING_DIP,0.3028,0.5709,-0.0349
left_2,Left,76,2026-05-22 22:43:37,16,RING_TIP,0.3135,0.5748,-0.0301
left_2,Left,76,2026-05-22 22:43:37,17,PINKY_MCP,0.2999,0.5753,-0.0186
left_2,Left,76,2026-05-22 22:43:37,18,PINKY_PIP,0.2953,0.582,-0.0298
left_2,Left,76,2026-05-22 22:43:37,19,PINKY_DIP,0.3064,0.5856,-0.0277
left_2,Left,76,2026-05-22 22:43:37,20,PINKY_TIP,0.316,0.5846,-0.0218
left_2,Left,76,2026-05-22 22:43:37,0,WRIST,0.3583,0.5868,0.0
left_2,Left,76,2026-05-22 22:43:37,1,THUMB_CMC,0.355,0.5618,-0.0124
left_2,Left,76,2026-05-22 22:43:37,2,THUMB_MCP,0.3413,0.5482,-0.0192
left_2,Left,76,2026-05-22 22:43:37,3,THUMB_IP,0.3232,0.5586,-0.026
left_2,Left,76,2026-05-22 22:43:37,4,THUMB_TIP,0.3077,0.572,-0.0322
left_2,Left,76,2026-05-22 22:43:37,5,INDEX_MCP,0.3104,0.5232,-0.0107
left_2,Left,76,2026-05-22 22:43:37,6,INDEX_PIP,0.2943,0.4909,-0.0231
left_2,Left,76,2026-05-22 22:43:37,7,INDEX_DIP,0.283,0.4699,-0.0308
left_2,Left,76,2026-05-22 22:43:37,8,INDEX_TIP,0.2734,0.4542,-0.0343
left_2,Left,76,2026-05-22 22:43:37,9,MIDDLE_MCP,0.2997,0.5392,-0.0119
left_2,Left,76,2026-05-22 22:43:37,10,MIDDLE_PIP,0.2705,0.5162,-0.0241
left_2,Left,76,2026-05-22 22:43:37,11,MIDDLE_DIP,0.2517,0.5016,-0.0309
left_2,Left,76,2026-05-22 22:43:37,12,MIDDLE_TIP,0.2363,0.4897,-0.0328
left_2,Left,76,2026-05-22 22:43:37,13,RING_MCP,0.2982,0.5586,-0.0146
left_2,Left,76,2026-05-22 22:43:37,14,RING_PIP,0.2873,0.5627,-0.0309
left_2,Left,76,2026-05-22 22:43:37,15,RING_DIP,0.3012,0.5706,-0.0341
left_2,Left,76,2026-05-22 22:43:37,16,RING_TIP,0.3125,0.5747,-0.0303
left_2,Left,76,2026-05-22 22:43:37,17,PINKY_MCP,0.3025,0.5779,-0.0182
left_2,Left,76,2026-05-22 22:43:37,18,PINKY_PIP,0.2939,0.5846,-0.0285
left_2,Left,76,2026-05-22 22:43:37,19,PINKY_DIP,0.3036,0.5866,-0.0269
left_2,Left,76,2026-05-22 22:43:37,20,PINKY_TIP,0.3132,0.585,-0.0221
left_2,Left,77,2026-05-22 22:43:38,0,WRIST,0.3613,0.5898,0.0
left_2,Left,77,2026-05-22 22:43:38,1,THUMB_CMC,0.362,0.5653,-0.0149
left_2,Left,77,2026-05-22 22:43:38,2,THUMB_MCP,0.3489,0.5493,-0.0221
left_2,Left,77,2026-05-22 22:43:38,3,THUMB_IP,0.3282,0.5558,-0.0286
left_2,Left,77,2026-05-22 22:43:38,4,THUMB_TIP,0.3105,0.5654,-0.0342
left_2,Left,77,2026-05-22 22:43:38,5,INDEX_MCP,0.3227,0.5165,-0.0119
left_2,Left,77,2026-05-22 22:43:38,6,INDEX_PIP,0.3118,0.4806,-0.0244
left_2,Left,77,2026-05-22 22:43:38,7,INDEX_DIP,0.3044,0.4579,-0.0321
left_2,Left,77,2026-05-22 22:43:38,8,INDEX_TIP,0.2971,0.4405,-0.0357
left_2,Left,77,2026-05-22 22:43:38,9,MIDDLE_MCP,0.31,0.5286,-0.0116
left_2,Left,77,2026-05-22 22:43:38,10,MIDDLE_PIP,0.2854,0.4973,-0.024
left_2,Left,77,2026-05-22 22:43:38,11,MIDDLE_DIP,0.2693,0.4783,-0.0305
left_2,Left,77,2026-05-22 22:43:38,12,MIDDLE_TIP,0.2548,0.4618,-0.0321
left_2,Left,77,2026-05-22 22:43:38,13,RING_MCP,0.3054,0.5466,-0.0132
left_2,Left,77,2026-05-22 22:43:38,14,RING_PIP,0.2937,0.5499,-0.0305
left_2,Left,77,2026-05-22 22:43:38,15,RING_DIP,0.3069,0.5618,-0.0336
left_2,Left,77,2026-05-22 22:43:38,16,RING_TIP,0.3173,0.567,-0.0294
left_2,Left,77,2026-05-22 22:43:38,17,PINKY_MCP,0.3064,0.5656,-0.0159
left_2,Left,77,2026-05-22 22:43:38,18,PINKY_PIP,0.2965,0.5711,-0.0271
left_2,Left,77,2026-05-22 22:43:38,19,PINKY_DIP,0.3075,0.5768,-0.0254
left_2,Left,77,2026-05-22 22:43:38,20,PINKY_TIP,0.3179,0.5776,-0.0203
left_2,Left,78,2026-05-22 22:43:39,0,WRIST,0.3672,0.594,0.0
left_2,Left,78,2026-05-22 22:43:39,1,THUMB_CMC,0.3687,0.5705,-0.0142
left_2,Left,78,2026-05-22 22:43:39,2,THUMB_MCP,0.3556,0.5533,-0.021
left_2,Left,78,2026-05-22 22:43:39,3,THUMB_IP,0.3336,0.5559,-0.0275
left_2,Left,78,2026-05-22 22:43:39,4,THUMB_TIP,0.3146,0.5602,-0.0333
left_2,Left,78,2026-05-22 22:43:39,5,INDEX_MCP,0.3352,0.5115,-0.0091
left_2,Left,78,2026-05-22 22:43:39,6,INDEX_PIP,0.3301,0.4753,-0.021
left_2,Left,78,2026-05-22 22:43:39,7,INDEX_DIP,0.3246,0.4511,-0.0292
left_2,Left,78,2026-05-22 22:43:39,8,INDEX_TIP,0.319,0.4314,-0.0335
left_2,Left,78,2026-05-22 22:43:39,9,MIDDLE_MCP,0.3215,0.5199,-0.0094
left_2,Left,78,2026-05-22 22:43:39,10,MIDDLE_PIP,0.3033,0.4824,-0.0219
left_2,Left,78,2026-05-22 22:43:39,11,MIDDLE_DIP,0.29,0.4598,-0.029
left_2,Left,78,2026-05-22 22:43:39,12,MIDDLE_TIP,0.2785,0.4409,-0.0313
left_2,Left,78,2026-05-22 22:43:39,13,RING_MCP,0.3155,0.5368,-0.0117
left_2,Left,78,2026-05-22 22:43:39,14,RING_PIP,0.2997,0.5347,-0.0301
left_2,Left,78,2026-05-22 22:43:39,15,RING_DIP,0.3109,0.553,-0.0336
left_2,Left,78,2026-05-22 22:43:39,16,RING_TIP,0.3214,0.5653,-0.0295
left_2,Left,78,2026-05-22 22:43:39,17,PINKY_MCP,0.3154,0.557,-0.0148
left_2,Left,78,2026-05-22 22:43:39,18,PINKY_PIP,0.302,0.5591,-0.0283
left_2,Left,78,2026-05-22 22:43:39,19,PINKY_DIP,0.3121,0.5696,-0.0274
left_2,Left,78,2026-05-22 22:43:39,20,PINKY_TIP,0.3233,0.5761,-0.0224
left_2,Left,79,2026-05-22 22:43:40,0,WRIST,0.369,0.5998,0.0
left_2,Left,79,2026-05-22 22:43:40,1,THUMB_CMC,0.3687,0.5755,-0.0118
left_2,Left,79,2026-05-22 22:43:40,2,THUMB_MCP,0.3567,0.5563,-0.0174
left_2,Left,79,2026-05-22 22:43:40,3,THUMB_IP,0.3358,0.5509,-0.0229
left_2,Left,79,2026-05-22 22:43:40,4,THUMB_TIP,0.3179,0.5491,-0.0275
left_2,Left,79,2026-05-22 22:43:40,5,INDEX_MCP,0.3395,0.5097,-0.0073
left_2,Left,79,2026-05-22 22:43:40,6,INDEX_PIP,0.3398,0.4735,-0.0191
left_2,Left,79,2026-05-22 22:43:40,7,INDEX_DIP,0.3382,0.4484,-0.0276
left_2,Left,79,2026-05-22 22:43:40,8,INDEX_TIP,0.3357,0.4274,-0.0322
left_2,Left,79,2026-05-22 22:43:40,9,MIDDLE_MCP,0.3275,0.5122,-0.0086
left_2,Left,79,2026-05-22 22:43:40,10,MIDDLE_PIP,0.3132,0.4737,-0.0187
left_2,Left,79,2026-05-22 22:43:40,11,MIDDLE_DIP,0.3031,0.451,-0.0247
left_2,Left,79,2026-05-22 22:43:40,12,MIDDLE_TIP,0.2944,0.4334,-0.0269
left_2,Left,79,2026-05-22 22:43:40,13,RING_MCP,0.3224,0.5257,-0.0118
left_2,Left,79,2026-05-22 22:43:40,14,RING_PIP,0.3063,0.5238,-0.0275
left_2,Left,79,2026-05-22 22:43:40,15,RING_DIP,0.3115,0.5452,-0.031
left_2,Left,79,2026-05-22 22:43:40,16,RING_TIP,0.3178,0.5609,-0.028
left_2,Left,79,2026-05-22 22:43:40,17,PINKY_MCP,0.3237,0.545,-0.0161
left_2,Left,79,2026-05-22 22:43:40,18,PINKY_PIP,0.3116,0.5479,-0.0276
left_2,Left,79,2026-05-22 22:43:40,19,PINKY_DIP,0.3137,0.5588,-0.0279
left_2,Left,79,2026-05-22 22:43:40,20,PINKY_TIP,0.3173,0.5673,-0.0247
left_2,Left,80,2026-05-22 22:43:41,0,WRIST,0.3593,0.6011,0.0
left_2,Left,80,2026-05-22 22:43:41,1,THUMB_CMC,0.3681,0.5834,-0.013
left_2,Left,80,2026-05-22 22:43:41,2,THUMB_MCP,0.3621,0.5615,-0.019
left_2,Left,80,2026-05-22 22:43:41,3,THUMB_IP,0.3411,0.5552,-0.0248
left_2,Left,80,2026-05-22 22:43:41,4,THUMB_TIP,0.3217,0.551,-0.03
left_2,Left,80,2026-05-22 22:43:41,5,INDEX_MCP,0.3518,0.5107,-0.0097
left_2,Left,80,2026-05-22 22:43:41,6,INDEX_PIP,0.3556,0.474,-0.0206
left_2,Left,80,2026-05-22 22:43:41,7,INDEX_DIP,0.3561,0.4492,-0.0271
left_2,Left,80,2026-05-22 22:43:41,8,INDEX_TIP,0.3552,0.4291,-0.0302
left_2,Left,80,2026-05-22 22:43:41,9,MIDDLE_MCP,0.3364,0.5117,-0.0102
left_2,Left,80,2026-05-22 22:43:41,10,MIDDLE_PIP,0.3279,0.4699,-0.0215
left_2,Left,80,2026-05-22 22:43:41,11,MIDDLE_DIP,0.3206,0.4437,-0.0279
left_2,Left,80,2026-05-22 22:43:41,12,MIDDLE_TIP,0.3143,0.4221,-0.0298
left_2,Left,80,2026-05-22 22:43:41,13,RING_MCP,0.3262,0.5245,-0.0124
left_2,Left,80,2026-05-22 22:43:41,14,RING_PIP,0.3132,0.5201,-0.029
left_2,Left,80,2026-05-22 22:43:41,15,RING_DIP,0.3165,0.5423,-0.0329
left_2,Left,80,2026-05-22 22:43:41,16,RING_TIP,0.3213,0.5584,-0.0296
left_2,Left,80,2026-05-22 22:43:41,17,PINKY_MCP,0.3207,0.5429,-0.0154
left_2,Left,80,2026-05-22 22:43:41,18,PINKY_PIP,0.3107,0.5455,-0.0273
left_2,Left,80,2026-05-22 22:43:41,19,PINKY_DIP,0.3161,0.5591,-0.0274
left_2,Left,80,2026-05-22 22:43:41,20,PINKY_TIP,0.3233,0.569,-0.0236
left_2,Left,81,2026-05-22 22:43:42,0,WRIST,0.3243,0.5926,0.0
left_2,Left,81,2026-05-22 22:43:42,1,THUMB_CMC,0.3479,0.5876,-0.0076
left_2,Left,81,2026-05-22 22:43:42,2,THUMB_MCP,0.3618,0.5704,-0.0114
left_2,Left,81,2026-05-22 22:43:42,3,THUMB_IP,0.3507,0.5553,-0.0158
left_2,Left,81,2026-05-22 22:43:42,4,THUMB_TIP,0.3372,0.5461,-0.0199
left_2,Left,81,2026-05-22 22:43:42,5,INDEX_MCP,0.3655,0.5202,-0.0077
left_2,Left,81,2026-05-22 22:43:42,6,INDEX_PIP,0.3809,0.489,-0.0163
left_2,Left,81,2026-05-22 22:43:42,7,INDEX_DIP,0.3894,0.4681,-0.0205
left_2,Left,81,2026-05-22 22:43:42,8,INDEX_TIP,0.3943,0.4499,-0.0224
left_2,Left,81,2026-05-22 22:43:42,9,MIDDLE_MCP,0.35,0.5154,-0.0107
left_2,Left,81,2026-05-22 22:43:42,10,MIDDLE_PIP,0.3542,0.4752,-0.0208
left_2,Left,81,2026-05-22 22:43:42,11,MIDDLE_DIP,0.3586,0.4483,-0.0273
left_2,Left,81,2026-05-22 22:43:42,12,MIDDLE_TIP,0.3607,0.4255,-0.0295
left_2,Left,81,2026-05-22 22:43:42,13,RING_MCP,0.3356,0.5222,-0.0144
left_2,Left,81,2026-05-22 22:43:42,14,RING_PIP,0.3285,0.5203,-0.0285
left_2,Left,81,2026-05-22 22:43:42,15,RING_DIP,0.3296,0.5353,-0.033
left_2,Left,81,2026-05-22 22:43:42,16,RING_TIP,0.3301,0.5455,-0.0313
left_2,Left,81,2026-05-22 22:43:42,17,PINKY_MCP,0.3234,0.5366,-0.0186
left_2,Left,81,2026-05-22 22:43:42,18,PINKY_PIP,0.3223,0.5447,-0.0273
left_2,Left,81,2026-05-22 22:43:42,19,PINKY_DIP,0.3259,0.5573,-0.0271
left_2,Left,81,2026-05-22 22:43:42,20,PINKY_TIP,0.3289,0.5657,-0.024
left_2,Left,82,2026-05-22 22:43:43,0,WRIST,0.2822,0.5287,0.0
left_2,Left,82,2026-05-22 22:43:43,1,THUMB_CMC,0.3022,0.5533,-0.0098
left_2,Left,82,2026-05-22 22:43:43,2,THUMB_MCP,0.3297,0.556,-0.0108
left_2,Left,82,2026-05-22 22:43:43,3,THUMB_IP,0.3474,0.5545,-0.0126
left_2,Left,82,2026-05-22 22:43:43,4,THUMB_TIP,0.3609,0.558,-0.0137
left_2,Left,82,2026-05-22 22:43:43,5,INDEX_MCP,0.3631,0.521,-0.0002
left_2,Left,82,2026-05-22 22:43:43,6,INDEX_PIP,0.3888,0.4978,-0.0071
left_2,Left,82,2026-05-22 22:43:43,7,INDEX_DIP,0.4026,0.4819,-0.012
left_2,Left,82,2026-05-22 22:43:43,8,INDEX_TIP,0.4127,0.4672,-0.0152
left_2,Left,82,2026-05-22 22:43:43,9,MIDDLE_MCP,0.3524,0.5039,-0.0022
left_2,Left,82,2026-05-22 22:43:43,10,MIDDLE_PIP,0.371,0.4724,-0.013
left_2,Left,82,2026-05-22 22:43:43,11,MIDDLE_DIP,0.3814,0.4528,-0.0211
left_2,Left,82,2026-05-22 22:43:43,12,MIDDLE_TIP,0.3894,0.435,-0.0243
left_2,Left,82,2026-05-22 22:43:43,13,RING_MCP,0.3357,0.4951,-0.0061
left_2,Left,82,2026-05-22 22:43:43,14,RING_PIP,0.342,0.4942,-0.0237
left_2,Left,82,2026-05-22 22:43:43,15,RING_DIP,0.3334,0.5183,-0.0298
left_2,Left,82,2026-05-22 22:43:43,16,RING_TIP,0.3279,0.5335,-0.0282
left_2,Left,82,2026-05-22 22:43:43,17,PINKY_MCP,0.3167,0.4918,-0.0105
left_2,Left,82,2026-05-22 22:43:43,18,PINKY_PIP,0.3232,0.4979,-0.0244
left_2,Left,82,2026-05-22 22:43:43,19,PINKY_DIP,0.319,0.5171,-0.0267
left_2,Left,82,2026-05-22 22:43:43,20,PINKY_TIP,0.3154,0.5309,-0.0246
left_2,Left,83,2026-05-22 22:43:43,0,WRIST,0.3212,0.5343,0.0
left_2,Left,83,2026-05-22 22:43:43,1,THUMB_CMC,0.3353,0.5515,-0.0092
left_2,Left,83,2026-05-22 22:43:43,2,THUMB_MCP,0.3488,0.5635,-0.0165
left_2,Left,83,2026-05-22 22:43:43,3,THUMB_IP,0.3511,0.5622,-0.0245
left_2,Left,83,2026-05-22 22:43:43,4,THUMB_TIP,0.3425,0.551,-0.032
left_2,Left,83,2026-05-22 22:43:43,5,INDEX_MCP,0.3755,0.5289,-0.0138
left_2,Left,83,2026-05-22 22:43:43,6,INDEX_PIP,0.4008,0.5184,-0.0257
left_2,Left,83,2026-05-22 22:43:43,7,INDEX_DIP,0.4162,0.5114,-0.0319
left_2,Left,83,2026-05-22 22:43:43,8,INDEX_TIP,0.4286,0.5024,-0.0349
left_2,Left,83,2026-05-22 22:43:43,9,MIDDLE_MCP,0.3687,0.5075,-0.0176
left_2,Left,83,2026-05-22 22:43:43,10,MIDDLE_PIP,0.388,0.4888,-0.0309
left_2,Left,83,2026-05-22 22:43:43,11,MIDDLE_DIP,0.4033,0.4793,-0.0377
left_2,Left,83,2026-05-22 22:43:43,12,MIDDLE_TIP,0.417,0.4694,-0.0397
left_2,Left,83,2026-05-22 22:43:43,13,RING_MCP,0.3549,0.4951,-0.0222
left_2,Left,83,2026-05-22 22:43:43,14,RING_PIP,0.3467,0.5166,-0.0384
left_2,Left,83,2026-05-22 22:43:43,15,RING_DIP,0.3379,0.5367,-0.0416
left_2,Left,83,2026-05-22 22:43:43,16,RING_TIP,0.333,0.5472,-0.0383
left_2,Left,83,2026-05-22 22:43:43,17,PINKY_MCP,0.3383,0.4914,-0.0278
left_2,Left,83,2026-05-22 22:43:43,18,PINKY_PIP,0.3292,0.5113,-0.0383
left_2,Left,83,2026-05-22 22:43:43,19,PINKY_DIP,0.3265,0.5308,-0.0381
left_2,Left,83,2026-05-22 22:43:43,20,PINKY_TIP,0.3255,0.5444,-0.0346
left_2,Left,84,2026-05-22 22:43:44,0,WRIST,0.326,0.5329,0.0
left_2,Left,84,2026-05-22 22:43:44,1,THUMB_CMC,0.3392,0.5598,-0.0082
left_2,Left,84,2026-05-22 22:43:44,2,THUMB_MCP,0.3479,0.5761,-0.0166
left_2,Left,84,2026-05-22 22:43:44,3,THUMB_IP,0.3487,0.5848,-0.0261
left_2,Left,84,2026-05-22 22:43:44,4,THUMB_TIP,0.344,0.5788,-0.0346
left_2,Left,84,2026-05-22 22:43:44,5,INDEX_MCP,0.3789,0.5653,-0.0162
left_2,Left,84,2026-05-22 22:43:44,6,INDEX_PIP,0.406,0.5661,-0.0282
left_2,Left,84,2026-05-22 22:43:44,7,INDEX_DIP,0.4217,0.5636,-0.0343
left_2,Left,84,2026-05-22 22:43:44,8,INDEX_TIP,0.4354,0.5602,-0.0375
left_2,Left,84,2026-05-22 22:43:44,9,MIDDLE_MCP,0.377,0.5423,-0.02
left_2,Left,84,2026-05-22 22:43:44,10,MIDDLE_PIP,0.3992,0.5357,-0.0349
left_2,Left,84,2026-05-22 22:43:44,11,MIDDLE_DIP,0.4151,0.5334,-0.0421
left_2,Left,84,2026-05-22 22:43:44,12,MIDDLE_TIP,0.4293,0.5312,-0.0444
left_2,Left,84,2026-05-22 22:43:44,13,RING_MCP,0.3677,0.5246,-0.0242
left_2,Left,84,2026-05-22 22:43:44,14,RING_PIP,0.3558,0.5472,-0.0396
left_2,Left,84,2026-05-22 22:43:44,15,RING_DIP,0.3436,0.5616,-0.042
left_2,Left,84,2026-05-22 22:43:44,16,RING_TIP,0.3364,0.5679,-0.0386
left_2,Left,84,2026-05-22 22:43:44,17,PINKY_MCP,0.3538,0.513,-0.0293
left_2,Left,84,2026-05-22 22:43:44,18,PINKY_PIP,0.3414,0.5347,-0.0379
left_2,Left,84,2026-05-22 22:43:44,19,PINKY_DIP,0.334,0.5509,-0.0373
left_2,Left,84,2026-05-22 22:43:44,20,PINKY_TIP,0.3294,0.5621,-0.0339
left_2,Left,85,2026-05-22 22:43:45,0,WRIST,0.3324,0.5412,0.0
left_2,Left,85,2026-05-22 22:43:45,1,THUMB_CMC,0.3423,0.5721,-0.0069
left_2,Left,85,2026-05-22 22:43:45,2,THUMB_MCP,0.3499,0.592,-0.0145
left_2,Left,85,2026-05-22 22:43:45,3,THUMB_IP,0.3496,0.6043,-0.0234
left_2,Left,85,2026-05-22 22:43:45,4,THUMB_TIP,0.3459,0.5998,-0.0314
left_2,Left,85,2026-05-22 22:43:45,5,INDEX_MCP,0.3815,0.5907,-0.0138
left_2,Left,85,2026-05-22 22:43:45,6,INDEX_PIP,0.4074,0.6008,-0.0247
left_2,Left,85,2026-05-22 22:43:45,7,INDEX_DIP,0.4234,0.6041,-0.0308
left_2,Left,85,2026-05-22 22:43:45,8,INDEX_TIP,0.4377,0.6055,-0.0344
left_2,Left,85,2026-05-22 22:43:45,9,MIDDLE_MCP,0.3835,0.569,-0.0185
left_2,Left,85,2026-05-22 22:43:45,10,MIDDLE_PIP,0.4076,0.5739,-0.0326
left_2,Left,85,2026-05-22 22:43:45,11,MIDDLE_DIP,0.4243,0.577,-0.0399
left_2,Left,85,2026-05-22 22:43:45,12,MIDDLE_TIP,0.4388,0.579,-0.0426
left_2,Left,85,2026-05-22 22:43:45,13,RING_MCP,0.3772,0.5502,-0.0235
left_2,Left,85,2026-05-22 22:43:45,14,RING_PIP,0.3654,0.5735,-0.0387
left_2,Left,85,2026-05-22 22:43:45,15,RING_DIP,0.3507,0.5847,-0.0413
left_2,Left,85,2026-05-22 22:43:45,16,RING_TIP,0.3418,0.5899,-0.0383
left_2,Left,85,2026-05-22 22:43:45,17,PINKY_MCP,0.3648,0.5367,-0.0294
left_2,Left,85,2026-05-22 22:43:45,18,PINKY_PIP,0.3523,0.5573,-0.0382
left_2,Left,85,2026-05-22 22:43:45,19,PINKY_DIP,0.3423,0.573,-0.0379
left_2,Left,85,2026-05-22 22:43:45,20,PINKY_TIP,0.3351,0.5846,-0.0351
right_2,Right,86,2026-05-22 22:44:02,0,WRIST,0.5807,0.6198,0.0
right_2,Right,86,2026-05-22 22:44:02,1,THUMB_CMC,0.574,0.5989,-0.0168
right_2,Right,86,2026-05-22 22:44:02,2,THUMB_MCP,0.5706,0.5813,-0.0302
right_2,Right,86,2026-05-22 22:44:02,3,THUMB_IP,0.5727,0.5886,-0.0424
right_2,Right,86,2026-05-22 22:44:02,4,THUMB_TIP,0.5825,0.6068,-0.0543
right_2,Right,86,2026-05-22 22:44:02,5,INDEX_MCP,0.6114,0.5581,-0.0304
right_2,Right,86,2026-05-22 22:44:02,6,INDEX_PIP,0.6338,0.5313,-0.0454
right_2,Right,86,2026-05-22 22:44:02,7,INDEX_DIP,0.6491,0.5163,-0.0527
right_2,Right,86,2026-05-22 22:44:02,8,INDEX_TIP,0.6641,0.5037,-0.0571
right_2,Right,86,2026-05-22 22:44:02,9,MIDDLE_MCP,0.6241,0.5776,-0.0315
right_2,Right,86,2026-05-22 22:44:02,10,MIDDLE_PIP,0.6534,0.567,-0.0458
right_2,Right,86,2026-05-22 22:44:02,11,MIDDLE_DIP,0.6749,0.5637,-0.0515
right_2,Right,86,2026-05-22 22:44:02,12,MIDDLE_TIP,0.6946,0.5596,-0.0533
right_2,Right,86,2026-05-22 22:44:02,13,RING_MCP,0.6258,0.6008,-0.0335
