gesture_name,hand,capture_id,timestamp,landmark_id,landmark_name,x,y,z
left_5,Left,29,2026-05-22 22:41:27,18,PINKY_PIP,0.2481,0.6149,-0.0262
left_5,Left,29,2026-05-22 22:41:27,19,PINKY_DIP,0.2314,0.6074,-0.0306
left_5,Left,29,2026-05-22 22:41:27,20,PINKY_TIP,0.2165,0.5991,-0.0329
left_5,Left,30,2026-05-22 22:41:28,0,WRIST,0.339,0.6664,0.0
left_5,Left,30,2026-05-22 22:41:28,1,THUMB_CMC,0.3539,0.6338,-0.0138
left_5,Left,30,2026-05-22 22:41:28,2,THUMB_MCP,0.3544,0.5961,-0.0201
left_5,Left,30,2026-05-22 22:41:28,3,THUMB_IP,0.3491,0.5639,-0.0254
left_5,Left,30,2026-05-22 22:41:28,4,THUMB_TIP,0.3495,0.5365,-0.0305
left_5,Left,30,2026-05-22 22:41:28,5,INDEX_MCP,0.3082,0.5694,-0.0119
left_5,Left,30,2026-05-22 22:41:28,6,INDEX_PIP,0.2958,0.5304,-0.021
left_5,Left,30,2026-05-22 22:41:28,7,INDEX_DIP,0.2863,0.5078,-0.028
left_5,Left,30,2026-05-22 22:41:28,8,INDEX_TIP,0.2768,0.4899,-0.0332
left_5,Left,30,2026-05-22 22:41:28,9,MIDDLE_MCP,0.2909,0.5789,-0.0117
left_5,Left,30,2026-05-22 22:41:28,10,MIDDLE_PIP,0.2689,0.5399,-0.0204
left_5,Left,30,2026-05-22 22:41:28,11,MIDDLE_DIP,0.2547,0.5174,-0.0274
left_5,Left,30,2026-05-22 22:41:28,12,MIDDLE_TIP,0.2417,0.5003,-0.0322
left_5,Left,30,2026-05-22 22:41:28,13,RING_MCP,0.2805,0.5956,-0.013
left_5,Left,30,2026-05-22 22:41:28,14,RING_PIP,0.2534,0.5668,-0.0224
left_5,Left,30,2026-05-22 22:41:28,15,RING_DIP,0.2361,0.5489,-0.0289
left_5,Left,30,2026-05-22 22:41:28,16,RING_TIP,0.2211,0.5338,-0.033
left_5,Left,30,2026-05-22 22:41:28,17,PINKY_MCP,0.2756,0.6181,-0.0156
left_5,Left,30,2026-05-22 22:41:28,18,PINKY_PIP,0.2518,0.6029,-0.0247
left_5,Left,30,2026-05-22 22:41:28,19,PINKY_DIP,0.2366,0.5917,-0.0292
left_5,Left,30,2026-05-22 22:41:28,20,PINKY_TIP,0.2235,0.58,-0.0317
left_5,Left,31,2026-05-22 22:41:29,0,WRIST,0.3315,0.6713,0.0
left_5,Left,31,2026-05-22 22:41:29,1,THUMB_CMC,0.3539,0.6458,-0.0182
left_5,Left,31,2026-05-22 22:41:29,2,THUMB_MCP,0.3634,0.6098,-0.0266
left_5,Left,31,2026-05-22 22:41:29,3,THUMB_IP,0.3622,0.5764,-0.0332
left_5,Left,31,2026-05-22 22:41:29,4,THUMB_TIP,0.3666,0.5469,-0.0394
left_5,Left,31,2026-05-22 22:41:29,5,INDEX_MCP,0.3197,0.5699,-0.0165
left_5,Left,31,2026-05-22 22:41:29,6,INDEX_PIP,0.3124,0.5303,-0.0268
left_5,Left,31,2026-05-22 22:41:29,7,INDEX_DIP,0.3057,0.5061,-0.0346
left_5,Left,31,2026-05-22 22:41:29,8,INDEX_TIP,0.2987,0.4854,-0.0404
left_5,Left,31,2026-05-22 22:41:29,9,MIDDLE_MCP,0.3001,0.574,-0.0144
left_5,Left,31,2026-05-22 22:41:29,10,MIDDLE_PIP,0.2836,0.5322,-0.0241
left_5,Left,31,2026-05-22 22:41:29,11,MIDDLE_DIP,0.2725,0.5075,-0.0317
left_5,Left,31,2026-05-22 22:41:29,12,MIDDLE_TIP,0.2618,0.4874,-0.0369
left_5,Left,31,2026-05-22 22:41:29,13,RING_MCP,0.2867,0.5876,-0.0141
left_5,Left,31,2026-05-22 22:41:29,14,RING_PIP,0.2644,0.5553,-0.0246
left_5,Left,31,2026-05-22 22:41:29,15,RING_DIP,0.2499,0.5349,-0.0312
left_5,Left,31,2026-05-22 22:41:29,16,RING_TIP,0.2374,0.5164,-0.0352
left_5,Left,31,2026-05-22 22:41:29,17,PINKY_MCP,0.2779,0.6086,-0.0154
left_5,Left,31,2026-05-22 22:41:29,18,PINKY_PIP,0.2567,0.5883,-0.0253
left_5,Left,31,2026-05-22 22:41:29,19,PINKY_DIP,0.2435,0.5741,-0.0301
left_5,Left,31,2026-05-22 22:41:29,20,PINKY_TIP,0.2324,0.5593,-0.0326
left_5,Left,32,2026-05-22 22:41:30,0,WRIST,0.3275,0.6683,0.0
left_5,Left,32,2026-05-22 22:41:30,1,THUMB_CMC,0.3513,0.6471,-0.0181
left_5,Left,32,2026-05-22 22:41:30,2,THUMB_MCP,0.3654,0.6137,-0.0265
left_5,Left,32,2026-05-22 22:41:30,3,THUMB_IP,0.3669,0.5813,-0.0331
left_5,Left,32,2026-05-22 22:41:30,4,THUMB_TIP,0.372,0.5533,-0.0393
left_5,Left,32,2026-05-22 22:41:30,5,INDEX_MCP,0.3261,0.5683,-0.0167
left_5,Left,32,2026-05-22 22:41:30,6,INDEX_PIP,0.3222,0.5296,-0.027
left_5,Left,32,2026-05-22 22:41:30,7,INDEX_DIP,0.3188,0.5066,-0.0347
left_5,Left,32,2026-05-22 22:41:30,8,INDEX_TIP,0.3144,0.486,-0.0403
left_5,Left,32,2026-05-22 22:41:30,9,MIDDLE_MCP,0.3065,0.5702,-0.0146
left_5,Left,32,2026-05-22 22:41:30,10,MIDDLE_PIP,0.2947,0.5273,-0.0243
left_5,Left,32,2026-05-22 22:41:30,11,MIDDLE_DIP,0.2871,0.5018,-0.0319
left_5,Left,32,2026-05-22 22:41:30,12,MIDDLE_TIP,0.2791,0.4802,-0.0371
left_5,Left,32,2026-05-22 22:41:30,13,RING_MCP,0.2919,0.5822,-0.0145
left_5,Left,32,2026-05-22 22:41:30,14,RING_PIP,0.2726,0.5483,-0.0249
left_5,Left,32,2026-05-22 22:41:30,15,RING_DIP,0.2604,0.5266,-0.0319
left_5,Left,32,2026-05-22 22:41:30,16,RING_TIP,0.2497,0.5066,-0.036
left_5,Left,32,2026-05-22 22:41:30,17,PINKY_MCP,0.2813,0.6015,-0.0157
left_5,Left,32,2026-05-22 22:41:30,18,PINKY_PIP,0.2624,0.5781,-0.0258
left_5,Left,32,2026-05-22 22:41:30,19,PINKY_DIP,0.2505,0.5627,-0.0309
left_5,Left,32,2026-05-22 22:41:30,20,PINKY_TIP,0.2402,0.5466,-0.0337
left_5,Left,33,2026-05-22 22:41:31,0,WRIST,0.3305,0.6677,0.0
left_5,Left,33,2026-05-22 22:41:31,1,THUMB_CMC,0.3544,0.6521,-0.015
left_5,Left,33,2026-05-22 22:41:31,2,THUMB_MCP,0.3725,0.6211,-0.0224
left_5,Left,33,2026-05-22 22:41:31,3,THUMB_IP,0.3829,0.5916,-0.0288
left_5,Left,33,2026-05-22 22:41:31,4,THUMB_TIP,0.3926,0.5675,-0.0349
left_5,Left,33,2026-05-22 22:41:31,5,INDEX_MCP,0.3473,0.5734,-0.0156
left_5,Left,33,2026-05-22 22:41:31,6,INDEX_PIP,0.3489,0.5347,-0.0261
left_5,Left,33,2026-05-22 22:41:31,7,INDEX_DIP,0.3486,0.5113,-0.0337
left_5,Left,33,2026-05-22 22:41:31,8,INDEX_TIP,0.3469,0.4904,-0.039
left_5,Left,33,2026-05-22 22:41:31,9,MIDDLE_MCP,0.3274,0.5707,-0.0155
left_5,Left,33,2026-05-22 22:41:31,10,MIDDLE_PIP,0.3232,0.5272,-0.0252
left_5,Left,33,2026-05-22 22:41:31,11,MIDDLE_DIP,0.3209,0.5007,-0.0321
left_5,Left,33,2026-05-22 22:41:31,12,MIDDLE_TIP,0.317,0.4778,-0.0367
left_5,Left,33,2026-05-22 22:41:31,13,RING_MCP,0.3104,0.5788,-0.0171
left_5,Left,33,2026-05-22 22:41:31,14,RING_PIP,0.2978,0.5413,-0.0271
left_5,Left,33,2026-05-22 22:41:31,15,RING_DIP,0.2898,0.5175,-0.0332
left_5,Left,33,2026-05-22 22:41:31,16,RING_TIP,0.2827,0.4958,-0.0368
left_5,Left,33,2026-05-22 22:41:31,17,PINKY_MCP,0.2964,0.5949,-0.0199
left_5,Left,33,2026-05-22 22:41:31,18,PINKY_PIP,0.2816,0.5677,-0.0295
left_5,Left,33,2026-05-22 22:41:31,19,PINKY_DIP,0.2717,0.5513,-0.0336
left_5,Left,33,2026-05-22 22:41:31,20,PINKY_TIP,0.2631,0.5351,-0.0356
left_5,Left,34,2026-05-22 22:41:31,0,WRIST,0.3215,0.6585,0.0
left_5,Left,34,2026-05-22 22:41:31,1,THUMB_CMC,0.3488,0.6485,-0.0127
left_5,Left,34,2026-05-22 22:41:31,2,THUMB_MCP,0.3735,0.6267,-0.0195
left_5,Left,34,2026-05-22 22:41:31,3,THUMB_IP,0.3904,0.606,-0.0254
left_5,Left,34,2026-05-22 22:41:31,4,THUMB_TIP,0.4062,0.5899,-0.0314
left_5,Left,34,2026-05-22 22:41:31,5,INDEX_MCP,0.3566,0.579,-0.0154
left_5,Left,34,2026-05-22 22:41:31,6,INDEX_PIP,0.3696,0.5458,-0.0251
left_5,Left,34,2026-05-22 22:41:31,7,INDEX_DIP,0.3775,0.5253,-0.0318
left_5,Left,34,2026-05-22 22:41:31,8,INDEX_TIP,0.3838,0.5077,-0.0363
left_5,Left,34,2026-05-22 22:41:31,9,MIDDLE_MCP,0.3384,0.5702,-0.0159
left_5,Left,34,2026-05-22 22:41:31,10,MIDDLE_PIP,0.3463,0.5301,-0.0241
left_5,Left,34,2026-05-22 22:41:31,11,MIDDLE_DIP,0.3526,0.5055,-0.0299
left_5,Left,34,2026-05-22 22:41:31,12,MIDDLE_TIP,0.3573,0.4839,-0.0341
left_5,Left,34,2026-05-22 22:41:31,13,RING_MCP,0.32,0.5711,-0.0178
left_5,Left,34,2026-05-22 22:41:31,14,RING_PIP,0.3212,0.5333,-0.0262
left_5,Left,34,2026-05-22 22:41:31,15,RING_DIP,0.3224,0.5085,-0.0318
left_5,Left,34,2026-05-22 22:41:31,16,RING_TIP,0.3246,0.4863,-0.0356
left_5,Left,34,2026-05-22 22:41:31,17,PINKY_MCP,0.3021,0.58,-0.0208
left_5,Left,34,2026-05-22 22:41:31,18,PINKY_PIP,0.294,0.5516,-0.0289
left_5,Left,34,2026-05-22 22:41:31,19,PINKY_DIP,0.2892,0.5331,-0.0325
left_5,Left,34,2026-05-22 22:41:31,20,PINKY_TIP,0.2861,0.5154,-0.0346
left_5,Left,35,2026-05-22 22:41:32,0,WRIST,0.3133,0.6376,0.0
left_5,Left,35,2026-05-22 22:41:32,1,THUMB_CMC,0.342,0.6361,-0.0125
left_5,Left,35,2026-05-22 22:41:32,2,THUMB_MCP,0.3696,0.6218,-0.0203
left_5,Left,35,2026-05-22 22:41:32,3,THUMB_IP,0.3915,0.6082,-0.0273
left_5,Left,35,2026-05-22 22:41:32,4,THUMB_TIP,0.4123,0.5981,-0.0348
left_5,Left,35,2026-05-22 22:41:32,5,INDEX_MCP,0.3635,0.5727,-0.0176
left_5,Left,35,2026-05-22 22:41:32,6,INDEX_PIP,0.3832,0.5456,-0.0296
left_5,Left,35,2026-05-22 22:41:32,7,INDEX_DIP,0.3965,0.5295,-0.0381
left_5,Left,35,2026-05-22 22:41:32,8,INDEX_TIP,0.4079,0.5147,-0.044
left_5,Left,35,2026-05-22 22:41:32,9,MIDDLE_MCP,0.3478,0.5595,-0.0195
left_5,Left,35,2026-05-22 22:41:32,10,MIDDLE_PIP,0.3634,0.5237,-0.03
left_5,Left,35,2026-05-22 22:41:32,11,MIDDLE_DIP,0.3763,0.5034,-0.0371
left_5,Left,35,2026-05-22 22:41:32,12,MIDDLE_TIP,0.3875,0.4849,-0.0423
left_5,Left,35,2026-05-22 22:41:32,13,RING_MCP,0.3291,0.5564,-0.0229
left_5,Left,35,2026-05-22 22:41:32,14,RING_PIP,0.3371,0.5204,-0.0337
left_5,Left,35,2026-05-22 22:41:32,15,RING_DIP,0.3452,0.4973,-0.0401
left_5,Left,35,2026-05-22 22:41:32,16,RING_TIP,0.3542,0.4767,-0.0444
left_5,Left,35,2026-05-22 22:41:32,17,PINKY_MCP,0.3091,0.5617,-0.0272
left_5,Left,35,2026-05-22 22:41:32,18,PINKY_PIP,0.3072,0.5312,-0.0378
left_5,Left,35,2026-05-22 22:41:32,19,PINKY_DIP,0.307,0.5108,-0.0423
left_5,Left,35,2026-05-22 22:41:32,20,PINKY_TIP,0.3085,0.4911,-0.0451
left_5,Left,36,2026-05-22 22:41:33,0,WRIST,0.3086,0.6286,0.0
left_5,Left,36,2026-05-22 22:41:33,1,THUMB_CMC,0.337,0.6349,-0.0094
left_5,Left,36,2026-05-22 22:41:33,2,THUMB_MCP,0.3664,0.6302,-0.0167
left_5,Left,36,2026-05-22 22:41:33,3,THUMB_IP,0.3896,0.6267,-0.0237
left_5,Left,36,2026-05-22 22:41:33,4,THUMB_TIP,0.4108,0.6254,-0.0312
left_5,Left,36,2026-05-22 22:41:33,5,INDEX_MCP,0.3697,0.5842,-0.0168
left_5,Left,36,2026-05-22 22:41:33,6,INDEX_PIP,0.3963,0.5676,-0.0295
left_5,Left,36,2026-05-22 22:41:33,7,INDEX_DIP,0.4137,0.5596,-0.0382
left_5,Left,36,2026-05-22 22:41:33,8,INDEX_TIP,0.429,0.554,-0.0439
left_5,Left,36,2026-05-22 22:41:33,9,MIDDLE_MCP,0.3576,0.5677,-0.0202
left_5,Left,36,2026-05-22 22:41:33,10,MIDDLE_PIP,0.3811,0.5389,-0.0312
left_5,Left,36,2026-05-22 22:41:33,11,MIDDLE_DIP,0.4002,0.5272,-0.0382
left_5,Left,36,2026-05-22 22:41:33,12,MIDDLE_TIP,0.4173,0.5192,-0.0429
left_5,Left,36,2026-05-22 22:41:33,13,RING_MCP,0.3407,0.5604,-0.0246
left_5,Left,36,2026-05-22 22:41:33,14,RING_PIP,0.3579,0.5305,-0.0354
left_5,Left,36,2026-05-22 22:41:33,15,RING_DIP,0.3734,0.5158,-0.041
left_5,Left,36,2026-05-22 22:41:33,16,RING_TIP,0.3888,0.5053,-0.0445
left_5,Left,36,2026-05-22 22:41:33,17,PINKY_MCP,0.3212,0.5612,-0.0297
left_5,Left,36,2026-05-22 22:41:33,18,PINKY_PIP,0.3269,0.5338,-0.04
left_5,Left,36,2026-05-22 22:41:33,19,PINKY_DIP,0.3338,0.5158,-0.0438
left_5,Left,36,2026-05-22 22:41:33,20,PINKY_TIP,0.3419,0.4998,-0.0459
left_5,Left,37,2026-05-22 22:41:34,0,WRIST,0.3009,0.6274,0.0
left_5,Left,37,2026-05-22 22:41:34,1,THUMB_CMC,0.3278,0.6428,-0.0078
left_5,Left,37,2026-05-22 22:41:34,2,THUMB_MCP,0.3577,0.6466,-0.0142
left_5,Left,37,2026-05-22 22:41:34,3,THUMB_IP,0.3815,0.6505,-0.0205
left_5,Left,37,2026-05-22 22:41:34,4,THUMB_TIP,0.4026,0.6553,-0.0276
left_5,Left,37,2026-05-22 22:41:34,5,INDEX_MCP,0.3709,0.6067,-0.0145
left_5,Left,37,2026-05-22 22:41:34,6,INDEX_PIP,0.4002,0.599,-0.0273
left_5,Left,37,2026-05-22 22:41:34,7,INDEX_DIP,0.4193,0.5979,-0.0363
left_5,Left,37,2026-05-22 22:41:34,8,INDEX_TIP,0.4362,0.5986,-0.0422
left_5,Left,37,2026-05-22 22:41:34,9,MIDDLE_MCP,0.364,0.5897,-0.0189
left_5,Left,37,2026-05-22 22:41:34,10,MIDDLE_PIP,0.3934,0.5717,-0.0295
left_5,Left,37,2026-05-22 22:41:34,11,MIDDLE_DIP,0.4151,0.5677,-0.0367
left_5,Left,37,2026-05-22 22:41:34,12,MIDDLE_TIP,0.4339,0.5658,-0.0418
left_5,Left,37,2026-05-22 22:41:34,13,RING_MCP,0.3502,0.5789,-0.0244
left_5,Left,37,2026-05-22 22:41:34,14,RING_PIP,0.3732,0.5566,-0.0349
left_5,Left,37,2026-05-22 22:41:34,15,RING_DIP,0.3921,0.5492,-0.0405
left_5,Left,37,2026-05-22 22:41:34,16,RING_TIP,0.4105,0.5454,-0.0443
left_5,Left,37,2026-05-22 22:41:34,17,PINKY_MCP,0.3318,0.5743,-0.0305
left_5,Left,37,2026-05-22 22:41:34,18,PINKY_PIP,0.3428,0.5495,-0.0407
left_5,Left,37,2026-05-22 22:41:34,19,PINKY_DIP,0.3541,0.5369,-0.0444
left_5,Left,37,2026-05-22 22:41:34,20,PINKY_TIP,0.3666,0.5271,-0.0465
right_5,Right,38,2026-05-22 22:41:49,0,WRIST,0.613,0.6649,0.0
right_5,Right,38,2026-05-22 22:41:49,1,THUMB_CMC,0.6082,0.6296,-0.0151
right_5,Right,38,2026-05-22 22:41:49,2,THUMB_MCP,0.6121,0.592,-0.0247
right_5,Right,38,2026-05-22 22:41:49,3,THUMB_IP,0.6173,0.5585,-0.0326
right_5,Right,38,2026-05-22 22:41:49,4,THUMB_TIP,0.6196,0.5305,-0.0406
right_5,Right,38,2026-05-22 22:41:49,5,INDEX_MCP,0.658,0.59,-0.0194
right_5,Right,38,2026-05-22 22:41:49,6,INDEX_PIP,0.6811,0.5618,-0.0299
right_5,Right,38,2026-05-22 22:41:49,7,INDEX_DIP,0.6954,0.5447,-0.0375
right_5,Right,38,2026-05-22 22:41:49,8,INDEX_TIP,0.7091,0.5317,-0.0432
right_5,Right,38,2026-05-22 22:41:49,9,MIDDLE_MCP,0.6715,0.6086,-0.02
right_5,Right,38,2026-05-22 22:41:49,10,MIDDLE_PIP,0.703,0.5859,-0.0292
right_5,Right,38,2026-05-22 22:41:49,11,MIDDLE_DIP,0.7233,0.5732,-0.0364
right_5,Right,38,2026-05-22 22:41:49,12,MIDDLE_TIP,0.7414,0.5638,-0.042
right_5,Right,38,2026-05-22 22:41:49,13,RING_MCP,0.6768,0.6317,-0.0221
right_5,Right,38,2026-05-22 22:41:49,14,RING_PIP,0.7104,0.626,-0.0333
right_5,Right,38,2026-05-22 22:41:49,15,RING_DIP,0.7314,0.6235,-0.0407
right_5,Right,38,2026-05-22 22:41:49,16,RING_TIP,0.7492,0.6201,-0.0457
right_5,Right,38,2026-05-22 22:41:49,17,PINKY_MCP,0.6752,0.6569,-0.0252
right_5,Right,38,2026-05-22 22:41:49,18,PINKY_PIP,0.7016,0.6626,-0.0359
right_5,Right,38,2026-05-22 22:41:49,19,PINKY_DIP,0.7188,0.6661,-0.0406
right_5,Right,38,2026-05-22 22:41:49,20,PINKY_TIP,0.7347,0.6672,-0.0437
right_5,Right,39,2026-05-22 22:41:50,0,WRIST,0.6179,0.6826,0.0
right_5,Right,39,2026-05-22 22:41:50,1,THUMB_CMC,0.6056,0.6485,-0.0122
right_5,Right,39,2026-05-22 22:41:50,2,THUMB_MCP,0.6025,0.6096,-0.02
right_5,Right,39,2026-05-22 22:41:50,3,THUMB_IP,0.6,0.5769,-0.0269
right_5,Right,39,2026-05-22 22:41:50,4,THUMB_TIP,0.5956,0.5501,-0.0338
right_5,Right,39,2026-05-22 22:41:50,5,INDEX_MCP,0.6445,0.5878,-0.0143
right_5,Right,39,2026-05-22 22:41:50,6,INDEX_PIP,0.6585,0.5512,-0.0238
right_5,Right,39,2026-05-22 22:41:50,7,INDEX_DIP,0.6672,0.5291,-0.0311
right_5,Right,39,2026-05-22 22:41:50,8,INDEX_TIP,0.6765,0.5108,-0.0367
right_5,Right,39,2026-05-22 22:41:50,9,MIDDLE_MCP,0.6614,0.6013,-0.0163
right_5,Right,39,2026-05-22 22:41:50,10,MIDDLE_PIP,0.6843,0.5664,-0.0247
right_5,Right,39,2026-05-22 22:41:50,11,MIDDLE_DIP,0.6997,0.5455,-0.032
right_5,Right,39,2026-05-22 22:41:50,12,MIDDLE_TIP,0.7146,0.5279,-0.0375
right_5,Right,39,2026-05-22 22:41:50,13,RING_MCP,0.6719,0.6221,-0.0197
right_5,Right,39,2026-05-22 22:41:50,14,RING_PIP,0.701,0.6002,-0.0305
right_5,Right,39,2026-05-22 22:41:50,15,RING_DIP,0.7208,0.589,-0.0378
right_5,Right,39,2026-05-22 22:41:50,16,RING_TIP,0.7382,0.5776,-0.0427
right_5,Right,39,2026-05-22 22:41:50,17,PINKY_MCP,0.6769,0.6481,-0.0239
right_5,Right,39,2026-05-22 22:41:50,18,PINKY_PIP,0.7025,0.6417,-0.034
right_5,Right,39,2026-05-22 22:41:50,19,PINKY_DIP,0.7195,0.638,-0.0383
right_5,Right,39,2026-05-22 22:41:50,20,PINKY_TIP,0.7348,0.632,-0.041
right_5,Right,40,2026-05-22 22:41:51,0,WRIST,0.6293,0.6889,0.0
right_5,Right,40,2026-05-22 22:41:51,1,THUMB_CMC,0.6129,0.6596,-0.0115
right_5,Right,40,2026-05-22 22:41:51,2,THUMB_MCP,0.6037,0.6233,-0.0193
right_5,Right,40,2026-05-22 22:41:51,3,THUMB_IP,0.5961,0.5919,-0.0262
right_5,Right,40,2026-05-22 22:41:51,4,THUMB_TIP,0.5876,0.5666,-0.0333
right_5,Right,40,2026-05-22 22:41:51,5,INDEX_MCP,0.6417,0.5909,-0.0148
right_5,Right,40,2026-05-22 22:41:51,6,INDEX_PIP,0.6505,0.5523,-0.0246
right_5,Right,40,2026-05-22 22:41:51,7,INDEX_DIP,0.6558,0.5283,-0.032
right_5,Right,40,2026-05-22 22:41:51,8,INDEX_TIP,0.662,0.5079,-0.0378
right_5,Right,40,2026-05-22 22:41:51,9,MIDDLE_MCP,0.6596,0.5996,-0.0172
right_5,Right,40,2026-05-22 22:41:51,10,MIDDLE_PIP,0.677,0.5595,-0.0259
right_5,Right,40,2026-05-22 22:41:51,11,MIDDLE_DIP,0.6888,0.5354,-0.0332
right_5,Right,40,2026-05-22 22:41:51,12,MIDDLE_TIP,0.6999,0.5152,-0.0388
right_5,Right,40,2026-05-22 22:41:51,13,RING_MCP,0.6728,0.6169,-0.0208
right_5,Right,40,2026-05-22 22:41:51,14,RING_PIP,0.698,0.5893,-0.032
right_5,Right,40,2026-05-22 22:41:51,15,RING_DIP,0.715,0.5732,-0.0397
right_5,Right,40,2026-05-22 22:41:51,16,RING_TIP,0.7293,0.5577,-0.0448
right_5,Right,40,2026-05-22 22:41:51,17,PINKY_MCP,0.6817,0.6404,-0.0251
right_5,Right,40,2026-05-22 22:41:51,18,PINKY_PIP,0.7059,0.6289,-0.036
right_5,Right,40,2026-05-22 22:41:51,19,PINKY_DIP,0.7219,0.6211,-0.041
right_5,Right,40,2026-05-22 22:41:51,20,PINKY_TIP,0.736,0.6114,-0.0443
right_5,Right,41,2026-05-22 22:41:52,0,WRIST,0.6452,0.6947,0.0
right_5,Right,41,2026-05-22 22:41:52,1,THUMB_CMC,0.6232,0.6674,-0.0108
right_5,Right,41,2026-05-22 22:41:52,2,THUMB_MCP,0.6081,0.6336,-0.0184
right_5,Right,41,2026-05-22 22:41:52,3,THUMB_IP,0.5966,0.6045,-0.0254
right_5,Right,41,2026-05-22 22:41:52,4,THUMB_TIP,0.5847,0.5821,-0.0325
right_5,Right,41,2026-05-22 22:41:52,5,INDEX_MCP,0.6416,0.5935,-0.0147
right_5,Right,41,2026-05-22 22:41:52,6,INDEX_PIP,0.6446,0.5526,-0.0247
right_5,Right,41,2026-05-22 22:41:52,7,INDEX_DIP,0.6464,0.527,-0.0323
right_5,Right,41,2026-05-22 22:41:52,8,INDEX_TIP,0.6493,0.505,-0.0381
right_5,Right,41,2026-05-22 22:41:52,9,MIDDLE_MCP,0.6612,0.5975,-0.0174
right_5,Right,41,2026-05-22 22:41:52,10,MIDDLE_PIP,0.6724,0.5532,-0.0263
right_5,Right,41,2026-05-22 22:41:52,11,MIDDLE_DIP,0.6807,0.5264,-0.0336
right_5,Right,41,2026-05-22 22:41:52,12,MIDDLE_TIP,0.6888,0.5038,-0.0391
right_5,Right,41,2026-05-22 22:41:52,13,RING_MCP,0.677,0.6113,-0.0214
